Fund Name:,SPDR® S&P 500® ETF Trust,,,,,,,,,,
Ticker Symbol:,SPY,,,,,,,,,,
Holdings:,As of 16-Jan-2025,,,,,,,,,,
,,,,,,,,,,,
Name,Ticker,Identifier,SEDOL,Weight,Sector,Shares Held,Local Currency,,,,
MONOLITHIC POWER SYSTEMS INC,MPWR,609839105,B01Z7J1,0.057868,-,604707.000,USD,,,,
FIFTH THIRD BANCORP,FITB,316773100,2336747,0.057667,-,8309589.000,USD,,,,
NUCOR CORP,NUE,670346105,2651086,0.057572,-,2909859.000,USD,,,,
XYLEM INC,XYL,98419M100,B3P2CN8,0.057438,-,3010743.000,USD,,,,
CONSTELLATION BRANDS INC A,STZ,21036P108,2170473,0.057274,-,1934773.000,USD,,,,
KEYSIGHT TECHNOLOGIES IN,KEYS,49338L103,BQZJ0Q9,0.056939,-,2150578.000,USD,,,,
DOW INC,DOW,260557103,BHXCF84,0.056871,-,8676030.000,USD,,,,
TRACTOR SUPPLY COMPANY,TSCO,892356106,2900335,0.056835,-,6619916.000,USD,,,,
GODADDY INC   CLASS A,GDDY,380237107,BWFRFC6,0.056051,-,1739992.000,USD,,,,
GLOBAL PAYMENTS INC,GPN,37940X102,2712013,0.055189,-,3154006.000,USD,,,,
PPG INDUSTRIES INC,PPG,693506107,2698470,0.055145,-,2874828.000,USD,,,,
METTLER TOLEDO INTERNATIONAL,MTD,592688105,2126249,0.054392,-,261369.000,USD,,,,
FORTIVE CORP,FTV,34959J108,BYT3MK1,0.054270,-,4299523.000,USD,,,,
BROADRIDGE FINANCIAL SOLUTIO,BR,11133T103,B1VP7R6,0.053732,-,1450037.000,USD,,,,
DOVER CORP,DOV,260003108,2278407,0.053036,-,1700326.000,USD,,,,
SYNCHRONY FINANCIAL,SYF,87165B103,BP96PS6,0.052475,-,4824978.000,USD,,,,
TEXAS PACIFIC LAND CORP,TPL,88262P102,BM99VY2,0.052145,-,233400.000,USD,,,,
CHURCH + DWIGHT CO INC,CHD,171340102,2195841,0.051828,-,3040844.000,USD,,,,
CARNIVAL CORP,CCL,143658300,2523044,0.051718,-,12872719.000,USD,,,,
SMURFIT WESTROCK PLC,SW,G8267P108,BRK49M5,0.051337,-,6129603.000,USD,,,,
CORPAY INC,CPAY,219948106,BMX5GK7,0.051192,-,862651.000,USD,,,,
VERALTO CORP,VLTO,92338C103,BPGMZQ5,0.051141,-,3064506.000,USD,,,,
HALLIBURTON CO,HAL,406216101,2405302,0.051109,-,10887050.000,USD,,,,
NVR INC,NVR,62944T105,2637785,0.051013,-,38065.000,USD,,,,
KRAFT HEINZ CO/THE,KHC,500754106,BYRY499,0.050826,-,10938825.000,USD,,,,
DTE ENERGY COMPANY,DTE,233331107,2280220,0.050629,-,2566638.000,USD,,,,
DEVON ENERGY CORP,DVN,25179M103,2480677,0.050162,-,8140503.000,USD,,,,
BROWN + BROWN INC,BRO,115236101,2692687,0.049987,-,2941648.000,USD,,,,
AMEREN CORPORATION,AEE,023608102,2050832,0.049797,-,3307960.000,USD,,,,
CDW CORP/DE,CDW,12514G108,BBM5MD6,0.049734,-,1651278.000,USD,,,,
T ROWE PRICE GROUP INC,TROW,74144T108,2702337,0.049515,-,2753305.000,USD,,,,
AMERICAN WATER WORKS CO INC,AWK,030420103,B2R3PV1,0.048952,-,2415436.000,USD,,,,
TYLER TECHNOLOGIES INC,TYL,902252105,2909644,0.048906,-,529914.000,USD,,,,
NETAPP INC,NTAP,64110D104,2630643,0.048830,-,2537530.000,USD,,,,
VENTAS INC,VTR,92276F100,2927925,0.048662,-,5198926.000,USD,,,,
PPL CORP,PPL,69351T106,2680905,0.048653,-,9145344.000,USD,,,,
HUNTINGTON BANCSHARES INC,HBAN,446150104,2445966,0.048628,-,18004344.000,USD,,,,
WEST PHARMACEUTICAL SERVICES,WST,955306105,2950482,0.048549,-,897694.000,USD,,,,
ARCHER DANIELS MIDLAND CO,ADM,039483102,2047317,0.048477,-,5925332.000,USD,,,,
WATERS CORP,WAT,941848103,2937689,0.047851,-,735886.000,USD,,,,
EQUITY RESIDENTIAL,EQR,29476L107,2319157,0.047752,-,4238160.000,USD,,,,
PULTEGROUP INC,PHM,745867101,2708841,0.047666,-,2541671.000,USD,,,,
EDISON INTERNATIONAL,EIX,281020107,2829515,0.047061,-,4797645.000,USD,,,,
HUBBELL INC,HUBB,443510607,BDFG6S3,0.046305,-,665352.000,USD,,,,
EXPEDIA GROUP INC,EXPE,30212P303,B748CK2,0.046055,-,1521990.000,USD,,,,
ON SEMICONDUCTOR,ON,682189105,2583576,0.045284,-,5276480.000,USD,,,,
HERSHEY CO/THE,HSY,427866108,2422806,0.045229,-,1830950.000,USD,,,,
ATMOS ENERGY CORP,ATO,049560105,2315359,0.044716,-,1923602.000,USD,,,,
PTC INC,PTC,69370C100,B95N910,0.044646,-,1488840.000,USD,,,,
TERADYNE INC,TER,880770102,2884183,0.044532,-,2018319.000,USD,,,,
CINCINNATI FINANCIAL CORP,CINF,172062101,2196888,0.044483,-,1940729.000,USD,,,,
REGIONS FINANCIAL CORP,RF,7591EP100,B01R311,0.044295,-,11263394.000,USD,,,,
WESTERN DIGITAL CORP,WDC,958102105,2954699,0.044146,-,4284020.000,USD,,,,
TELEDYNE TECHNOLOGIES INC,TDY,879360105,2503477,0.043708,-,577273.000,USD,,,,
SBA COMMUNICATIONS CORP,SBAC,78410G104,BZ6TS23,0.043708,-,1334689.000,USD,,,,
COTERRA ENERGY INC,CTRA,127097103,2162340,0.043673,-,9128375.000,USD,,,,
KELLANOVA,K,487836108,2486813,0.043592,-,3332481.000,USD,,,,
WEYERHAEUSER CO,WY,962166104,2958936,0.043366,-,9003998.000,USD,,,,
ZIMMER BIOMET HOLDINGS INC,ZBH,98956P102,2783815,0.043105,-,2467016.000,USD,,,,
INTL FLAVORS + FRAGRANCES,IFF,459506101,2464165,0.042908,-,3168326.000,USD,,,,
NRG ENERGY INC,NRG,629377508,2212922,0.042676,-,2510217.000,USD,,,,
CENTERPOINT ENERGY INC,CNP,15189T107,2440637,0.042486,-,8076278.000,USD,,,,
EVERSOURCE ENERGY,ES,30040W108,BVVN4Q8,0.042329,-,4541002.000,USD,,,,
DARDEN RESTAURANTS INC,DRI,237194105,2289874,0.042284,-,1456085.000,USD,,,,
WARNER BROS DISCOVERY INC,WBD,934423104,BM8JYX3,0.042019,-,27664904.000,USD,,,,
NORTHERN TRUST CORP,NTRS,665859104,2648668,0.041957,-,2456605.000,USD,,,,
PACKAGING CORP OF AMERICA,PKG,695156109,2504566,0.041700,-,1104863.000,USD,,,,
LIVE NATION ENTERTAINMENT IN,LYV,538034109,B0T7YX2,0.041669,-,1945227.000,USD,,,,
ZEBRA TECHNOLOGIES CORP CL A,ZBRA,989207105,2989356,0.041357,-,640292.000,USD,,,,
STERIS PLC,STE,G8473T100,BFY8C75,0.041285,-,1224897.000,USD,,,,
LEIDOS HOLDINGS INC,LDOS,525327102,BDV82B8,0.041125,-,1653326.000,USD,,,,
CITIZENS FINANCIAL GROUP,CFG,174610105,BQRX1X3,0.040993,-,5461355.000,USD,,,,
LENNOX INTERNATIONAL INC,LII,526107107,2442053,0.040974,-,397396.000,USD,,,,
FIRSTENERGY CORP,FE,337932107,2100920,0.040929,-,6367134.000,USD,,,,
BIOGEN INC,BIIB,09062X103,2455965,0.040907,-,1805937.000,USD,,,,
FIRST SOLAR INC,FSLR,336433107,B1HMF22,0.040618,-,1326696.000,USD,,,,
CBOE GLOBAL MARKETS INC,CBOE,12503M108,B5834C5,0.040437,-,1300135.000,USD,,,,
CMS ENERGY CORP,CMS,125896100,2219224,0.040395,-,3702819.000,USD,,,,
SEAGATE TECHNOLOGY HOLDINGS,STX,G7997R103,BKVD2N4,0.039778,-,2608766.000,USD,,,,
LABCORP HOLDINGS INC,LH,504922105,BSBK800,0.039691,-,1036449.000,USD,,,,
LYONDELLBASELL INDU CL A,LYB,N53745100,B3SPXZ3,0.039571,-,3219712.000,USD,,,,
CLOROX COMPANY,CLX,189054109,2204026,0.039481,-,1534020.000,USD,,,,
INTERNATIONAL PAPER CO,IP,460146103,2465254,0.038846,-,4305099.000,USD,,,,
ULTA BEAUTY INC,ULTA,90384S303,B28TS42,0.038713,-,583981.000,USD,,,,
SOUTHWEST AIRLINES CO,LUV,844741108,2831543,0.038389,-,7442697.000,USD,,,,
INSULET CORP,PODD,45784P101,B1XGNW4,0.038102,-,870660.000,USD,,,,
MCCORMICK + CO NON VTG SHRS,MKC,579780206,2550161,0.036966,-,3130689.000,USD,,,,
BUILDERS FIRSTSOURCE INC,BLDR,12008R107,B0BV2M7,0.036754,-,1426391.000,USD,,,,
COOPER COS INC/THE,COO,216648501,BQPDXR3,0.036507,-,2473075.000,USD,,,,
ESSEX PROPERTY TRUST INC,ESS,297178105,2316619,0.036306,-,797763.000,USD,,,,
JABIL INC,JBL,466313103,2471789,0.036268,-,1398212.000,USD,,,,
ESTEE LAUDER COMPANIES CL A,EL,518439104,2320524,0.036240,-,2894263.000,USD,,,,
WR BERKLEY CORP,WRB,084423102,2093644,0.036158,-,3734357.000,USD,,,,
SNAP ON INC,SNA,833034101,2818740,0.036068,-,650707.000,USD,,,,
TRIMBLE INC,TRMB,896239100,2903958,0.035957,-,3033709.000,USD,,,,
NISOURCE INC,NI,65473P105,2645409,0.035284,-,5784795.000,USD,,,,
INVITATION HOMES INC,INVH,46187W107,BD81GW9,0.035194,-,7060302.000,USD,,,,
STEEL DYNAMICS INC,STLD,858119100,2849472,0.035173,-,1754452.000,USD,,,,
KEYCORP,KEY,493267108,2490911,0.035148,-,12284081.000,USD,,,,
MID AMERICA APARTMENT COMM,MAA,59522J103,2589132,0.035078,-,1451990.000,USD,,,,
FACTSET RESEARCH SYSTEMS INC,FDS,303075105,2329770,0.034718,-,470612.000,USD,,,,
VERISIGN INC,VRSN,92343E102,2142922,0.034615,-,1024395.000,USD,,,,
JACOBS SOLUTIONS INC,J,46982L108,BNGC0D3,0.034161,-,1539751.000,USD,,,,
PRINCIPAL FINANCIAL GROUP,PFG,74251V102,2803014,0.033938,-,2607881.000,USD,,,,
PENTAIR PLC,PNR,G7S00T104,BLS09M3,0.033686,-,2047502.000,USD,,,,
QUEST DIAGNOSTICS INC,DGX,74834L100,2702791,0.033645,-,1383216.000,USD,,,,
CF INDUSTRIES HOLDINGS INC,CF,125269100,B0G4K50,0.033633,-,2156346.000,USD,,,,
OMNICOM GROUP,OMC,681919106,2279303,0.033287,-,2417811.000,USD,,,,
MASCO CORP,MAS,574599106,2570200,0.033255,-,2673682.000,USD,,,,
GENUINE PARTS CO,GPC,372460105,2367480,0.033003,-,1723091.000,USD,,,,
IDEX CORP,IEX,45167R104,2456612,0.032682,-,940857.000,USD,,,,
HOLOGIC INC,HOLX,436440101,2433530,0.032381,-,2885486.000,USD,,,,
TAPESTRY INC,TPR,876030107,BF09HX3,0.032251,-,2887919.000,USD,,,,
BALL CORP,BALL,058498106,2073022,0.032180,-,3698443.000,USD,,,,
MOLINA HEALTHCARE INC,MOH,60855R100,2212706,0.032136,-,709011.000,USD,,,,
BEST BUY CO INC,BBY,086516101,2094670,0.031928,-,2421492.000,USD,,,,
TYSON FOODS INC CL A,TSN,902494103,2909730,0.031896,-,3549985.000,USD,,,,
BAXTER INTERNATIONAL INC,BAX,071813109,2085102,0.031468,-,6339355.000,USD,,,,
SUPER MICRO COMPUTER INC,SMCI,86800U302,BRC3N73,0.031148,-,6240648.000,USD,,,,
ALEXANDRIA REAL ESTATE EQUIT,ARE,015271109,2009210,0.030938,-,1927248.000,USD,,,,
EXPEDITORS INTL WASH INC,EXPD,302130109,2325507,0.030937,-,1734483.000,USD,,,,
LOEWS CORP,L,540424108,2523022,0.030923,-,2239836.000,USD,,,,
EVEREST GROUP LTD,EG,G3223R108,2556868,0.030767,-,532518.000,USD,,,,
ALLIANT ENERGY CORP,LNT,018802108,2973821,0.030696,-,3186121.000,USD,,,,
ALIGN TECHNOLOGY INC,ALGN,016255101,2679204,0.030609,-,871808.000,USD,,,,
AVERY DENNISON CORP,AVY,053611109,2066408,0.030535,-,995519.000,USD,,,,
F5 INC,FFIV,315616102,2427599,0.030461,-,719801.000,USD,,,,
LAS VEGAS SANDS CORP,LVS,517834107,B02T2J7,0.030422,-,4312946.000,USD,,,,
DOLLAR GENERAL CORP,DG,256677105,B5B1S13,0.030347,-,2731943.000,USD,,,,
KIMCO REALTY CORP,KIM,49446R109,2491594,0.029934,-,8373213.000,USD,,,,
HUNT (JB) TRANSPRT SVCS INC,JBHT,445658107,2445416,0.029483,-,987248.000,USD,,,,
GEN DIGITAL INC,GEN,668771108,BJN4XN5,0.029482,-,6728357.000,USD,,,,
SKYWORKS SOLUTIONS INC,SWKS,83088M102,2961053,0.029094,-,1983847.000,USD,,,,
TEXTRON INC,TXT,883203101,2885937,0.029070,-,2298945.000,USD,,,,
REVVITY INC,RVTY,714046109,2305844,0.028901,-,1508427.000,USD,,,,
EVERGY INC,EVRG,30034W106,BFMXGR0,0.028832,-,2856598.000,USD,,,,
HEALTHPEAK PROPERTIES INC,DOC,42250P103,BJBLRK3,0.028776,-,8667686.000,USD,,,,
DOMINO S PIZZA INC,DPZ,25754A201,B01SD70,0.028745,-,427837.000,USD,,,,
APTIV PLC,APTV,G3265R107,BTDN8H1,0.028649,-,2912581.000,USD,,,,
DOLLAR TREE INC,DLTR,256746108,2272476,0.028612,-,2509758.000,USD,,,,
AMCOR PLC,AMCR,G0250X107,BJ1F307,0.027931,-,17953624.000,USD,,,,
ROLLINS INC,ROL,775711104,2747305,0.027031,-,3489410.000,USD,,,,
AKAMAI TECHNOLOGIES INC,AKAM,00971T101,2507457,0.027019,-,1861487.000,USD,,,,
VIATRIS INC,VTRS,92556V106,BMWS3X9,0.026964,-,14825271.000,USD,,,,
POOL CORP,POOL,73278L105,2781585,0.026429,-,471428.000,USD,,,,
EPAM SYSTEMS INC,EPAM,29414B104,B44Z3T8,0.025819,-,702710.000,USD,,,,
STANLEY BLACK + DECKER INC,SWK,854502101,B3Q2FJ4,0.025761,-,1912794.000,USD,,,,
JUNIPER NETWORKS INC,JNPR,48203R104,2431846,0.025474,-,4089431.000,USD,,,,
JACK HENRY + ASSOCIATES INC,JKHY,426281101,2469193,0.025056,-,905646.000,USD,,,,
UDR INC,UDR,902653104,2727910,0.024752,-,3728573.000,USD,,,,
CARMAX INC,KMX,143130102,2983563,0.024525,-,1919829.000,USD,,,,
CONAGRA BRANDS INC,CAG,205887102,2215460,0.024465,-,5914726.000,USD,,,,
C.H. ROBINSON WORLDWIDE INC,CHRW,12541W209,2116228,0.024001,-,1457233.000,USD,,,,
CAMDEN PROPERTY TRUST,CPT,133131102,2166320,0.023937,-,1324869.000,USD,,,,
BIO TECHNE CORP,TECH,09073M104,BSHZ3Q0,0.023894,-,1957677.000,USD,,,,
HOST HOTELS + RESORTS INC,HST,44107P104,2567503,0.023716,-,8662666.000,USD,,,,
REGENCY CENTERS CORP,REG,758849103,2726177,0.023317,-,2028807.000,USD,,,,
NORWEGIAN CRUISE LINE HOLDIN,NCLH,G66721104,B9CGTC3,0.023161,-,5461752.000,USD,,,,
NORDSON CORP,NDSN,655663102,2641838,0.023086,-,673200.000,USD,,,,
INCYTE CORP,INCY,45337C102,2471950,0.023078,-,1985487.000,USD,,,,
ALLEGION PLC,ALLE,G0176J109,BFRT3W7,0.022913,-,1077227.000,USD,,,,
MODERNA INC,MRNA,60770K107,BGSXTS3,0.022750,-,4201643.000,USD,,,,
ALBEMARLE CORP,ALB,012653101,2046853,0.022081,-,1459682.000,USD,,,,
BUNGE GLOBAL SA,BG,H11356104,BQ6BPG9,0.022035,-,1730304.000,USD,,,,
DAYFORCE INC,DAY,15677J108,BFX1V56,0.021999,-,1954464.000,USD,,,,
JM SMUCKER CO/THE,SJM,832696405,2951452,0.021749,-,1322434.000,USD,,,,
ASSURANT INC,AIZ,04621X108,2331430,0.021576,-,635528.000,USD,,,,
UNIVERSAL HEALTH SERVICES B,UHS,913903100,2923785,0.021486,-,727827.000,USD,,,,
FOX CORP   CLASS A,FOXA,35137L105,BJJMGL2,0.021240,-,2740663.000,USD,,,,
EASTMAN CHEMICAL CO,EMN,277432100,2298386,0.021135,-,1436393.000,USD,,,,
BXP INC,BXP,101121101,2019479,0.020975,-,1805341.000,USD,,,,
NEWS CORP   CLASS A,NWSA,65249B109,BBGVT40,0.020729,-,4699732.000,USD,,,,
INTERPUBLIC GROUP OF COS INC,IPG,460690100,2466321,0.020649,-,4616297.000,USD,,,,
ERIE INDEMNITY COMPANY CL A,ERIE,29530P102,2311711,0.020180,-,310160.000,USD,,,,
PAYCOM SOFTWARE INC,PAYC,70432V102,BL95MY0,0.020174,-,604843.000,USD,,,,
SOLVENTUM CORP,SOLV,83444M101,BMTQB43,0.020004,-,1715870.000,USD,,,,
LKQ CORP,LKQ,501889208,2971029,0.019836,-,3221571.000,USD,,,,
PINNACLE WEST CAPITAL,PNW,723484101,2048804,0.019557,-,1410695.000,USD,,,,
GLOBE LIFE INC,GL,37959E102,BK6YKG1,0.019557,-,1040082.000,USD,,,,
MOLSON COORS BEVERAGE CO   B,TAP,60871R209,B067BM3,0.019088,-,2164705.000,USD,,,,
RALPH LAUREN CORP,RL,751212101,B4V9661,0.018988,-,498028.000,USD,,,,
GENERAC HOLDINGS INC,GNRC,368736104,B6197Q2,0.018954,-,737325.000,USD,,,,
APA CORP,APA,03743Q108,BNNF1C1,0.018535,-,4595031.000,USD,,,,
WALGREENS BOOTS ALLIANCE INC,WBA,931427108,BTN1Y44,0.018457,-,8900396.000,USD,,,,
HENRY SCHEIN INC,HSIC,806407102,2416962,0.017779,-,1544947.000,USD,,,,
HORMEL FOODS CORP,HRL,440452100,2437264,0.017304,-,3609627.000,USD,,,,
ENPHASE ENERGY INC,ENPH,29355A107,B65SQW4,0.017042,-,1674094.000,USD,,,,
AES CORP,AES,00130H105,2002479,0.016996,-,8830806.000,USD,,,,
MOSAIC CO/THE,MOS,61945C103,B3NPHP6,0.016962,-,3957911.000,USD,,,,
SMITH (A.O.) CORP,AOS,831865209,2816023,0.016903,-,1476018.000,USD,,,,
CHARLES RIVER LABORATORIES,CRL,159864107,2604336,0.016852,-,633710.000,USD,,,,
TELEFLEX INC,TFX,879369106,2881407,0.016745,-,575404.000,USD,,,,
LAMB WESTON HOLDINGS INC,LW,513272104,BDQZFJ3,0.016743,-,1767245.000,USD,,,,
MARKETAXESS HOLDINGS INC,MKTX,57060D108,B03Q9D0,0.016663,-,468636.000,USD,,,,
MATCH GROUP INC,MTCH,57667L107,BK80XH9,0.016330,-,3111821.000,USD,,,,
FEDERAL REALTY INVS TRUST,FRT,313745101,BN7P9B2,0.015798,-,934614.000,USD,,,,
HUNTINGTON INGALLS INDUSTRIE,HII,446413106,B40SSC9,0.015700,-,486975.000,USD,,,,
CELANESE CORP,CE,150870103,B05MZT4,0.015646,-,1356804.000,USD,,,,
THE CAMPBELL S COMPANY,CPB,134429109,2162845,0.015329,-,2434482.000,USD,,,,
WYNN RESORTS LTD,WYNN,983134107,2963811,0.015167,-,1146235.000,USD,,,,
INVESCO LTD,IVZ,G491BT108,B28XP76,0.015123,-,5589321.000,USD,,,,
HASBRO INC,HAS,418056107,2414580,0.015072,-,1627576.000,USD,,,,
MGM RESORTS INTERNATIONAL,MGM,552953101,2547419,0.014900,-,2804155.000,USD,,,,
DAVITA INC,DVA,23918K108,2898087,0.014783,-,559139.000,USD,,,,
CAESARS ENTERTAINMENT INC,CZR,12769G100,BMWWGB0,0.014072,-,2633196.000,USD,,,,
BORGWARNER INC,BWA,099724106,2111955,0.013915,-,2710416.000,USD,,,,
MOHAWK INDUSTRIES INC,MHK,608190104,2598699,0.013438,-,650923.000,USD,,,,
FMC CORP,FMC,302491303,2328603,0.013316,-,1550952.000,USD,,,,
BROWN FORMAN CORP CLASS B,BF.B,115637209,2146838,0.012336,-,2256926.000,USD,,,,
FOX CORP   CLASS B,FOX,35137L204,BJJMGY5,0.012077,-,1639085.000,USD,,,,
PARAMOUNT GLOBAL CLASS B,PARA,92556H206,BKTNTR9,0.012037,-,7387175.000,USD,,,,
FRANKLIN RESOURCES INC,BEN,354613101,2350684,0.011927,-,3833277.000,USD,,,,
NEWS CORP   CLASS B,NWS,65249B208,BBGVT51,0.006798,-,1394248.000,USD,,,,
,,,,,,,,,,,
"Past performance is not a reliable indicator of future performance. Investment return and principal value will fluctuate, so you may have a gain or loss when shares are sold. Current performance may be higher or lower than that quoted. All results are historical and assume the reinvestment of dividends and capital gains. Visit www.ssga.com for most recent month-end performance. ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Portfolio holdings, allocations and weightings are as of the date indicated, are subject to change and should not be considered a recommendation to buy individual securities. For most recent information visit www.ssga.com.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Bonds generally present less short-term risk and volatility than stocks, but contain interest rate risk (as interest rates raise, bond prices usually fall); issuer default risk; issuer credit risk; liquidity risk; and inflation risk. These effects are usually pronounced for longer-term securities. Any fixed income security sold or redeemed prior to maturity may be subject to a substantial gain or loss.

International Government bonds and corporate bonds generally have more moderate short-term price fluctuations than stocks, but provide lower potential long-term returns.
Investing in high yield fixed income securities, otherwise known as ""junk bonds"", is considered speculative and involves greater risk of loss of principal and interest than investing in investment grade fixed income securities. These Lower-quality debt securities involve greater risk of default or price changes due to potential changes in the credit quality of the issuer.

Equity securities may fluctuate in value and can decline significantly in response to the activities of individual companies and general market and economic conditions.

There are risks associated with investing in Real Assets and the Real Assets sector, including real estate, precious metals and natural resources.  Investments can be significantly affected by events relating to these industries.

Investing in foreign domiciled securities may involve risk of capital loss from unfavorable fluctuation in currency values, withholding taxes, from differences in generally accepted accounting principles or from economic or political instability in other nations.  Investments in emerging or developing markets may be more volatile and less liquid than investing in developed markets and may involve exposure to economic structures that are generally less diverse and mature and to political systems which have less stability than those of more developed countries. 

The trademarks and service marks referenced herein are the property of their respective owners. Third party data providers make no warranties or representations of any kind relating to the accuracy, completeness or timeliness of the data and have no liability for damages of any kind relating to the use of such data. Investing involves risk including the risk of loss of principal.

The whole or any part of this work may not be reproduced, copied or transmitted or any of its contents disclosed to third parties without SSGA's express written consent.

ETFs trade like stocks, are subject to investment risk and will fluctuate in market value. The investment return and principal value of an investment will fluctuate in value, so that when shares are sold or redeemed, they may be worth more or less than when they were purchased.  Although shares may be bought or sold on an exchange through any brokerage account, shares are not individually redeemable from the fund.  Investors may acquire shares and tender them for redemption through the fund in large aggregations known as “creation units.”  Please see the fund’s prospectus for more details.

Investing in REITs involves certain distinct risks in addition to those risks associated with investing in the real estate industry in general. Equity REITs may be affected by changes in the value of the underlying property owned by the REITs, while mortgage REITs may be affected by the quality of credit extended. REITs are subject to heavy cash flow dependency, default by borrowers and self-liquidation. REITs, especially mortgage REITs, are also subject to interest rate risk (i.e., as interest rates rise, the value of the REIT may decline).

Multi-Cap investments include exposure to all market caps, including small and medium capitalization (“cap”) stocks that generally have a higher risk of business failure, lesser liquidity and greater volatility in market price. As a consequence, small and medium cap stocks have a greater possibility of price decline or loss as compared to large cap stocks. This may cause the Fund not to meet its investment objective. 

Concentrated investments in a particular Sector tend to be more volatile than the overall market and increases risk that events negatively affecting such sectors or industries could reduce returns, potentially causing the value of the Fund’s shares to decrease.

Technology companies, including cyber security companies, can be significantly affected by obsolescence of existing technology, limited product lines, and competition for financial resources, qualified personnel, new market entrants or impairment of patent and intellectual property rights that can adversely affect profit margins.

This communication is not intended to be an investment recommendation or investment advice and should not be relied upon as such.

The information provided does not constitute investment advice and it should not be relied on as such. It should not be considered a solicitation to buy or an offer to sell a security. It does not take into account any investor's particular investment objectives, strategies, tax status or investment horizon.  You should consult your tax and financial advisor.

The S&P 500® Index is a product of S&P Dow Jones Indices LLC or its affiliates (“S&P DJI”) and have been licensed for use by State Street Global Advisors.  S&P®, SPDR®, S&P 500®,US 500 and the 500 are trademarks of Standard & Poor’s Financial Services LLC (“S&P”); Dow Jones® is a registered trademark of Dow Jones Trademark Holdings LLC (“Dow Jones”) and has been licensed for use by S&P Dow Jones Indices; and these trademarks have been licensed for use by S&P DJI and sublicensed for certain purposes by State Street Global Advisors. The fund is not sponsored, endorsed, sold or promoted by S&P DJI, Dow Jones, S&P, their respective affiliates, and none of such parties make any representation regarding the advisability of investing in such product(s) nor do they have any liability for any errors, omissions, or interruptions of these indices.

The returns on a portfolio of securities which exclude companies that do not meet the portfolio's specified ESG criteria may trail the returns on a portfolio of securities which include such companies. A portfolio's ESG criteria may result in the portfolio investing in industry sectors or securities which underperform the market as a whole. 

If your account holds Russian securities and instruments, then as of the date of this publication, they have been fair valued.  Such fair value may be zero.  If your portfolio holds such Russian securities and instruments, then the portfolio may not be able to dispose of such securities and instruments depending on the relevant market, applicable sanctions requirements, and/or Russian capital controls or other counter measures. In such circumstances, the portfolio would continue to own and have exposure to Russian-related issuers and markets.  Please refer to your portfolio holdings report. ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"DoubleLine® is a registered trademark of DoubleLine Capital LP.

Investing involves risk including the risk of loss of principal.

All information is from SSGA unless otherwise noted and has been obtained from sources believed to be reliable, but its accuracy is not guaranteed.  There is no representation or warranty as to the current accuracy, reliability or completeness of, nor liability for, decisions based on such information and it should not be relied on as such. ",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
